faiss_idx,item_id,source,title,authors,category,text
4602,book_4616,book,Heart of a Dog,Mikhail Bulgakov,"Science Fiction, Speculative fiction","Moscow, 1925. While foraging for trash one winter day, a stray dog is found by a cook and scalded with boiling water. Lying forlorn in a doorway, the dog awaits his end awash in thoughts of self-pity. To his surprise, successful surgeon Filip Filippovich Preobrazhensky arrives and offers the dog a piece of sausage. Overjoyed, the dog follows Filip back to his flat, where he is given the stock dog name, Sharik. At the house, Sharik gets to know Dr. Preobrazhensky's household, which includes the m"
4603,book_4617,book,Too Big to Fail,Andrew Ross Sorkin,Unknown,The book provides an overview of the early stages of the financial crisis of 2007–2010 from the beginning of 2008 to the decision to create the Troubled Asset Relief Program. The book tells the story from the perspectives of the leaders of the major financial institutions and the main regulatory authorities.
4604,book_4618,book,La Fortune des Rougon,Émile Zola,Unknown,"After a stirring opening on the eve of the coup d'état, involving an idealistic young village couple joining up with the republican militia in the middle of the night, Zola then spends the next few chapters going back in time to pre-Revolutionary Provence, and proceeds to lay the foundations for the entire Rougon-Macquart cycle, committing himself to what would become the next twenty-two years of his life's work. The fictional town of Plassans (loosely based on the real city of Aix-en-Provence, "
4605,book_4619,book,The Legend of Red Horse Cavern,Gary Paulsen,Young adult literature,"Apache Will Little Bear Tucker and his friend Sarah Thompson spot a treasure chest, get held captive by the villains and later escape. After Sarah is recaptured, Will rescues her, they solve the legend of Red Horse and Will disposes of a villain."
4606,book_4620,book,Under a War-Torn Sky,Unknown,"War novel, Young adult literature","Only 19 years old, Henry F. decides to join war. He’s one of the best fliers, facing Hitler’s Luftwaffe in the war-torn skies above Northern France, but when his plane is shot down on a mission behind enemy lines, Henry finds himself on a whole new battlefield. Wounded, hungry, and afraid, he struggles toward freedom on foot, relying on the kindness and cunning of the French Resistance to reach the next town alive. Each day brings him nearer to home and closer to danger. Yet even as Henry strugg"
4607,book_4621,book,The Vesuvius Club,Mark Gatiss,"Spy fiction, Historical fiction, Fiction","Joshua Reynolds, of the British Secret Service, briefs Lucifer Box to pick up the threads of an investigation started by the recently murdered Jocelyn Utterson Poop of the Diplomatic Service. The only surviving clues were the names of two scientists who died within a day of each other. The investigation leads to the ""Superior Funerals"" undertakers run by Tom Bowler. Mr Bowler seems more interested in shipping boxes to and from Naples than burying the dead. An attempt on Box's life soon follows. "
4608,book_4622,book,Although of Course You End Up Becoming Yourself,David Lipsky,Unknown,"Lipsky, who received a National Magazine Award for writing about Wallace in 2009, here provides the transcript of, and commentary about, his time accompanying Wallace across the country just as Wallace was completing an extensive ""book tour"" promoting his novel Infinite Jest. The format captures almost every moment the two spent together – on planes and cars, across the country — during the specific time period when Wallace was becoming famous; the writers discuss literature, popular music and f"
4609,book_4623,book,Batman: Son of the Demon,Unknown,Unknown,"The story centers on the eco-terrorist and head of the League of Assassins, Ra's al Ghul aiding Batman in his quest to solve the murder of Harris Blaine, one of Gotham City's most prominent scientists. Ra's al Ghul and Batman turn out to be searching for the same man, the terrorist known as Qayin. Qayin is a rogue assassin who had murdered Ra's al Ghul's wife Melisande, mother to his favorite daughter and heir-apparent, Talia. Batman has shared a stormy, on-again, off-again romance with Talia fo"
4610,book_4624,book,Gypsy Rizka,Lloyd Alexander,"Children's literature, Fantasy","Rizka is a gypsy who lives just outside of a town in a vardo and waits for the return of her gypsy father after the death of her mother. Fortunately, she has Big Franko looking out for her and the company of her cat Petzel. Throughout the story, she experiences numerous adventures helping out friends and folks in town as well as outwitting local town official Sharpnack, who will do anything to get rid of Rizka."
4611,book_4625,book,Thousand Cranes,Yasunari Kawabata,Novel,"Set in a post World War II Japan, the protagonist, Kikuji, has been orphaned by the death of his mother and father. He becomes involved with one of the former mistresses of his father, Mrs Ota, who commits suicide seemingly for the shame she associates with the affair. After Mrs Ota's death, Kikuji then transfers much of his love and grief over Mrs Ota's death to her daughter. The ending is ambiguous where the reader is not sure whether Fumiko has committed suicide like her mother."
4612,book_4626,book,The Fate of a Crown,L. Frank Baum,"Adventure, Adventure novel","The novel's protagonist is a young American named Robert Harcliffe; a recent college graduate, he works for his family's mercantile business in New Orleans, run by his Uncle Nelson. Nelson Harcliffe receives a letter from an old client in Brazil, Dom Miguel de Pintra, a wealthy man who has retired from business to devote himself to politics &mdash; specifically to the republican cause that struggles to replace the Brazilian Empire. Dom Miguel has written to request a secretary; Robert, eager for"
4613,book_4627,book,Human genetic history,Unknown,Unknown,"According to the recent single origin hypothesis, human ancestors originated in Africa, and eventually made their way out to the rest of the world. Analysis of the Y chromosome is one of the methods used in tracing the history of early humans. Thirteen genetic markers on the Y-chromosome differentiate populations of human beings. It is believed, on the basis of genetic evidence, that all human beings in existence now descend from one single man who lived in Africa about 60,000 years ago. The ear"
4614,book_4628,book,Pride and Prejudice,Jane Austen,"Satire, Fiction, Romance novel","The narrative opens with Mr Bingley, a wealthy, charming and social young bachelor, moving into Netherfield Park in the neighbourhood of the Bennet family. Mr Bingley is soon well received, while his friend Mr Darcy makes a less favorable first impression by appearing proud and condescending at a ball that they attend (this is partly explained in that he detests dancing and is not much for light conversation). Mr Bingley singles out Elizabeth's elder sister, Jane, for particular attention, and i"
4615,book_4629,book,Seduced by Moonlight,Laurell K. Hamilton,"Fantasy, Speculative fiction, Horror","Seduced by Moonlight begins shortly after the events of A Caress of Twilight. Kurag, Goblin King, is insisting upon proof that Kitto has become sidhe following sex with Merry. She offers an extra month of their alliance for every goblin hybrid she can bring into sidhe magic. During the discussions, Siun, Kitto's nightmarish, spidery former mistress, appears and he is terrified. It is revealed that Rhys also swore blood price on her, as it was she that took his eye when he failed to ""glow"" for he"
4616,book_4630,book,The Treasure of Tranicos,L. Sprague de Camp,"Fantasy, Speculative fiction, Short story","""The Treasure of Tranicos."" The title story finds Conan in the Pictish Wilderness fleeing native warriors who are hunting him. Finally he turns at bay before a hill, whereupon he sees them inexplicably abandon the chase and turn back. He realizes the spot must be a taboo place to the Picts. The hill turns out to hold a treasure cave, along with the preserved bodies of the pirate Tranicos and his men. Moreover, the treasure draws others to the forbidden cave in quest for it — one Count Valenso, a"
